NombreDepto,mpio_cdpmp,NombreEntidad,Población,Periodo
Antioquia,05209,Concordia,20922.0,2012
Antioquia,05212,Copacabana,67549.0,2012
Antioquia,05234,Dabeiba,23643.0,2012
Antioquia,05237,Don Matías,20828.0,2012
Antioquia,05240,Ebéjico,12516.0,2012
Antioquia,05250,El Bagre,48568.0,2012
Antioquia,05264,Entrerrios,9501.0,2012
Antioquia,05266,Envigado,207290.0,2012
Antioquia,05282,Fredonia,21936.0,2012
Antioquia,05284,Frontino,17587.0,2012
Antioquia,05306,Giraldo,4077.0,2012
Antioquia,05308,Girardota,50583.0,2012
Antioquia,05310,Gómez Plata,12353.0,2012
Antioquia,05313,Granada,9838.0,2012
Antioquia,05315,Guadalupe,6281.0,2012
Antioquia,05318,Guarne,45253.0,2012
Antioquia,05321,Guatapé,5458.0,2012
Antioquia,05347,Heliconia,6138.0,2012
Antioquia,05353,Hispania,4854.0,2012
Antioquia,05360,Itagui,258520.0,2012
Antioquia,05361,Ituango,22148.0,2012
