NombreDepto,mpio_cdpmp,NombreEntidad,Población,Periodo
Santander,68673,San Benito,3975.0,2013_2014
Santander,68679,San Gil,45285.0,2013_2014
Santander,68682,San Joaquín,2528.0,2013_2014
Santander,68684,San José de Miranda,4395.0,2013_2014
Santander,68686,San Miguel,2403.0,2013_2014
Santander,68689,San Vicente de Chucurí,34511.0,2013_2014
Santander,68705,Santa Bárbara,2146.0,2013_2014
Santander,68720,Santa Helena del Opón,4319.0,2013_2014
Santander,68745,Simacota,7889.0,2013_2014
Santander,68755,Socorro,30437.0,2013_2014
Santander,68770,Suaita,10338.0,2013_2014
Santander,68773,Sucre,8470.0,2013_2014
Santander,68780,Suratá,3325.0,2013_2014
Santander,68820,Tona,7046.0,2013_2014
Santander,68855,Valle de San José,4725.0,2013_2014
Santander,68861,Vélez,19118.0,2013_2014
Santander,68867,Vetas,2425.0,2013_2014
Santander,68872,Villanueva,5973.0,2013_2014
Santander,68895,Zapatoca,8969.0,2013_2014
Santander,68900,Municipio Pendiente Certificado IGAC - Santander,,2013_2014
Santander,68978,Pendiente Certificado IGAC Lisama Norte,,2013_2014
Santander,68999,Municipio Indeterminado Santander,,2013_2014
Sucre,70000,Sucre,10208848.0,2013_2014
Sucre,70001,Sincelejo,271375.0,2013_2014
Sucre,70110,Buenavista,9502.0,2013_2014
Sucre,70124,Caimito,11962.0,2013_2014
Sucre,70204,Coloso,5878.0,2013_2014
Sucre,70215,Corozal,61991.0,2013_2014
Sucre,70221,Coveñas,13300.0,2013_2014
Sucre,70230,Chalán,4341.0,2013_2014
Sucre,70233,El Roble,10432.0,2013_2014
Sucre,70235,Galeras,19866.0,2013_2014
Sucre,70265,Guaranda,17201.0,2013_2014
Sucre,70400,La Unión,11073.0,2013_2014
Sucre,70418,Los Palmitos,19276.0,2013_2014
Sucre,70429,Majagual,33077.0,2013_2014
Sucre,70473,Morroa,14263.0,2013_2014
Sucre,70508,Ovejas,21142.0,2013_2014
Sucre,70523,Palmito,13427.0,2013_2014
Sucre,70670,Sampués,37787.0,2013_2014
Sucre,70678,San Benito Abad,25171.0,2013_2014
Sucre,70702,San Juan de Betulia,12529.0,2013_2014
Sucre,70708,San Marcos,56384.0,2013_2014
Sucre,70713,San Onofre,49784.0,2013_2014
Sucre,70717,San Pedro,16075.0,2013_2014
Sucre,70742,San Luis de Sincé,33361.0,2013_2014
Sucre,70771,Sucre,22374.0,2013_2014
Sucre,70820,Santiago de Tolú,32731.0,2013_2014
Sucre,70823,Tolú Viejo,18900.0,2013_2014
Tolima,73000,Tolima,10208848.0,2013_2014
Tolima,73001,Ibagué,548209.0,2013_2014
Tolima,73024,Alpujarra,5014.0,2013_2014
Tolima,73026,Alvarado,8847.0,2013_2014
Tolima,73030,Ambalema,6908.0,2013_2014
Tolima,73043,Anzoátegui,18221.0,2013_2014
Tolima,73055,Armero Guayabal,12074.0,2013_2014
Tolima,73067,Ataco,22441.0,2013_2014
Tolima,73124,Cajamarca,19671.0,2013_2014
Tolima,73148,Carmen de Apicalá,8760.0,2013_2014
Tolima,73152,Casabianca,6715.0,2013_2014
Tolima,73168,Chaparral,47129.0,2013_2014
Tolima,73200,Coello,9668.0,2013_2014
Tolima,73217,Coyaima,28253.0,2013_2014
Tolima,73226,Cunday,9815.0,2013_2014
Tolima,73236,Dolores,8205.0,2013_2014
Tolima,73268,Espinal,76291.0,2013_2014
Tolima,73270,Falan,9225.0,2013_2014
Tolima,73275,Flandes,29008.0,2013_2014
Tolima,73283,Fresno,30395.0,2013_2014
Tolima,73319,Guamo,32628.0,2013_2014
Tolima,73347,Herveo,8210.0,2013_2014
Tolima,73349,Honda,25032.0,2013_2014
Tolima,73352,Icononzo,11067.0,2013_2014
Tolima,73408,Lérida,17782.0,2013_2014
Tolima,73411,Líbano,40637.0,2013_2014
Tolima,73443,Mariquita,33284.0,2013_2014
Tolima,73449,Melgar,35749.0,2013_2014
Tolima,73461,Murillo,5032.0,2013_2014
Tolima,73483,Natagaima,22637.0,2013_2014
Tolima,73504,Ortega,32611.0,2013_2014
Tolima,73520,Palocabildo,9240.0,2013_2014
Tolima,73547,Piedras,5602.0,2013_2014
Tolima,73555,Planadas,29887.0,2013_2014
Tolima,73563,Prado,7879.0,2013_2014
Tolima,73585,Purificación,29154.0,2013_2014
Tolima,73616,Rioblanco,24659.0,2013_2014
Tolima,73622,Roncesvalles,6319.0,2013_2014
Tolima,73624,Rovira,20749.0,2013_2014
Tolima,73671,Saldaña,14527.0,2013_2014
Tolima,73675,San Antonio,14483.0,2013_2014
Tolima,73678,San Luis,19175.0,2013_2014
Tolima,73686,Santa Isabel,6403.0,2013_2014
Tolima,73770,Suárez,4545.0,2013_2014
Tolima,73854,Valle de San Juan,6335.0,2013_2014
Tolima,73861,Venadillo,19516.0,2013_2014
Tolima,73870,Villahermosa,10751.0,2013_2014
Tolima,73873,Villarrica,5520.0,2013_2014
Valle Del Cauca,76000,Valle Del Cauca,10208848.0,2013_2014
Valle Del Cauca,76001,Cali,2344734.0,2013_2014
Valle Del Cauca,76020,Alcalá,20930.0,2013_2014
Valle Del Cauca,76036,Andalucía,17838.0,2013_2014
Valle Del Cauca,76041,Ansermanuevo,19666.0,2013_2014
Valle Del Cauca,76054,Argelia,6462.0,2013_2014
Valle Del Cauca,76100,Bolívar,13652.0,2013_2014
Valle Del Cauca,76109,Buenaventura,392054.0,2013_2014
Valle Del Cauca,76111,Guadalajara de Buga,115432.0,2013_2014
Valle Del Cauca,76113,Bugalagrande,21220.0,2013_2014
Valle Del Cauca,76122,Caicedonia,29928.0,2013_2014
Valle Del Cauca,76126,Calima,15733.0,2013_2014
Valle Del Cauca,76130,Candelaria,80485.0,2013_2014
Valle Del Cauca,76147,Cartago,131545.0,2013_2014
Valle Del Cauca,76233,Dagua,36282.0,2013_2014
Valle Del Cauca,76243,El Águila,11026.0,2013_2014
Valle Del Cauca,76246,El Cairo,9914.0,2013_2014
Valle Del Cauca,76248,El Cerrito,57177.0,2013_2014
Valle Del Cauca,76250,El Dovio,8597.0,2013_2014
Valle Del Cauca,76275,Florida,57911.0,2013_2014
Valle Del Cauca,76306,Ginebra,20857.0,2013_2014
Valle Del Cauca,76318,Guacarí,34234.0,2013_2014
Valle Del Cauca,76364,Jamundí,117117.0,2013_2014
Valle Del Cauca,76377,La Cumbre,11464.0,2013_2014
Valle Del Cauca,76400,La Unión,37076.0,2013_2014
Valle Del Cauca,76403,La Victoria,13341.0,2013_2014
Valle Del Cauca,76497,Obando,14911.0,2013_2014
Valle Del Cauca,76520,Palmira,302727.0,2013_2014
Valle Del Cauca,76563,Pradera,54470.0,2013_2014
Valle Del Cauca,76606,Restrepo,16185.0,2013_2014
Valle Del Cauca,76616,Riofrío,14957.0,2013_2014
Valle Del Cauca,76622,Roldanillo,32963.0,2013_2014
Valle Del Cauca,76670,San Pedro,17882.0,2013_2014
Valle Del Cauca,76736,Sevilla,45425.0,2013_2014
Valle Del Cauca,76823,Toro,16333.0,2013_2014
Valle Del Cauca,76828,Trujillo,18158.0,2013_2014
Valle Del Cauca,76834,Tuluá,209086.0,2013_2014
Valle Del Cauca,76845,Ulloa,5490.0,2013_2014
Valle Del Cauca,76863,Versalles,7318.0,2013_2014
Valle Del Cauca,76869,Vijes,10886.0,2013_2014
Valle Del Cauca,76890,Yotoco,16195.0,2013_2014
Valle Del Cauca,76892,Yumbo,114427.0,2013_2014
Valle Del Cauca,76895,Zarzal,44787.0,2013_2014
Arauca,81000,Arauca,6378132.0,2013_2014
Arauca,81001,Arauca,87242.0,2013_2014
Arauca,81065,Arauquita,40872.0,2013_2014
Arauca,81220,Cravo Norte,3361.0,2013_2014
Arauca,81300,Fortul,25024.0,2013_2014
Arauca,81591,Puerto Rondón,3852.0,2013_2014
Arauca,81736,Saravena,46823.0,2013_2014
Arauca,81794,Tame,52273.0,2013_2014
Casanare,85000,Casanare,10208848.0,2013_2014
Casanare,85001,Yopal,136484.0,2013_2014
Casanare,85010,Aguazul,37421.0,2013_2014
Casanare,85015,Chameza,2408.0,2013_2014
Casanare,85068,Municipio NN Casanare Huron,,2013_2014
Casanare,85072,Municipio NN Casanare Tigana,,2013_2014
Casanare,85073,Municipio NN Casanare Dorotea E,,2013_2014
Casanare,85125,Hato Corozal,11930.0,2013_2014
Casanare,85136,La Salina,1407.0,2013_2014
Casanare,85139,Maní,11139.0,2013_2014
Casanare,85162,Monterrey,14634.0,2013_2014
Casanare,85225,Nunchía,8789.0,2013_2014
Casanare,85230,Orocué,8261.0,2013_2014
Casanare,85250,Paz de Ariporo,26672.0,2013_2014
Casanare,85263,Pore,7920.0,2013_2014
Casanare,85279,Recetor,3919.0,2013_2014
Casanare,85300,Sabanalarga,3036.0,2013_2014
Casanare,85315,Sácama,1974.0,2013_2014
Casanare,85325,San Luis de Palenque,7727.0,2013_2014
Casanare,85400,Támara,7046.0,2013_2014
Casanare,85410,Tauramena,21442.0,2013_2014
Casanare,85430,Trinidad,14388.0,2013_2014
Casanare,85440,Villanueva,23642.0,2013_2014
Casanare,85900,Municipio Pendiente Certificado IGAC - Casanare,,2013_2014
Casanare,85943,Pendiente Certificado IGAC Pauto Sur Recetor,,2013_2014
Casanare,85978,Pendiente Certificado IGAC Jacana,,2013_2014
Casanare,85979,Pendiente Certificado IGAC Chacalaca,,2013_2014
Casanare,85987,Pendiente Certificado IGAC Chicicoca,,2013_2014
Casanare,85999,Municipio Indeterminado Casanare,,2013_2014
Putumayo,86000,Putumayo,10208848.0,2013_2014
Putumayo,86001,Mocoa,41304.0,2013_2014
Putumayo,86219,Colón,5475.0,2013_2014
Putumayo,86320,Orito,51461.0,2013_2014
Putumayo,86568,Puerto Asís,59523.0,2013_2014
Putumayo,86569,Puerto Caicedo,14528.0,2013_2014
Putumayo,86571,Puerto Guzmán,23559.0,2013_2014
Putumayo,86573,Leguízamo,15478.0,2013_2014
Putumayo,86749,Sibundoy,14050.0,2013_2014
Putumayo,86755,San Francisco,7059.0,2013_2014
Putumayo,86757,San Miguel,26000.0,2013_2014
Putumayo,86760,Santiago,10311.0,2013_2014
Putumayo,86865,Valle del Guamuez,51217.0,2013_2014
Putumayo,86885,Villagarzón,21069.0,2013_2014
Putumayo,86987,Pendiente Certificado IGAC Confianza,,2013_2014
Putumayo,86999,Municipio Sin Determinar,,2013_2014
Archipiélago de San Andrés,88000,Archipiélago de San Andrés,6378132.0,2013_2014
Archipiélago de San Andrés,88001,San Andrés,70684.0,2013_2014
Archipiélago de San Andrés,88564,Providencia,5117.0,2013_2014
Gobernacion Indeterminada,90000,Gobernacion Indeterminada,,2013_2014
Gobernación Indeterminada - Gibraltar,90001,Gobernación Indeterminada - Gibraltar,,2013_2014
Gobernación Indeterminada - Capella,90002,Gobernación Indeterminada - Capella,,2013_2014
Gobernacion Indeterminada,90005,Otros por distribuir - Parágrafo del Articulo 11 de la Ley 2279 de 2022,,2013_2014
Gobernacion Indeterminada,90996,Municipio Indeterminado Chipo,,2013_2014
Gobernación Indeterminada - Gibraltar,90997,Municipio Indeterminado Gibraltar,,2013_2014
Gobernación Indeterminada - Capella,90998,Municipio Indeterminado Capella,,2013_2014
Gobernacion Indeterminada,90999,Municipio Indeterminado,,2013_2014
Amazonas,91000,Amazonas,75388.0,2013_2014
Amazonas,91001,Leticia,41000.0,2013_2014
Amazonas,91263,El Encanto,4797.0,2013_2014
Amazonas,91405,La Chorrera,3824.0,2013_2014
Amazonas,91407,La Pedrera,4846.0,2013_2014
Amazonas,91430,La Victoria,1090.0,2013_2014
Amazonas,91460,Miriti - Paraná,1538.0,2013_2014
Amazonas,91530,Puerto Alegría,1863.0,2013_2014
Amazonas,91536,Puerto Arica,1360.0,2013_2014
Amazonas,91540,Puerto Nariño,8043.0,2013_2014
Amazonas,91669,Puerto Santander,2873.0,2013_2014
Amazonas,91798,Tarapacá,4154.0,2013_2014
Guainía,94000,Guainía,10208848.0,2013_2014
Guainía,94001,Inírida,19641.0,2013_2014
Guainía,94343,Barranco Minas,4819.0,2013_2014
Guainía,94663,Mapiripana,2872.0,2013_2014
Guainía,94883,San Felipe,1971.0,2013_2014
Guainía,94884,Puerto Colombia,4637.0,2013_2014
Guainía,94885,La Guadalupe,342.0,2013_2014
Guainía,94886,Cacahual,2370.0,2013_2014
Guainía,94887,Pana Pana,3047.0,2013_2014
Guainía,94888,Morichal,1140.0,2013_2014
Guaviare,95000,Guaviare,10208848.0,2013_2014
Guaviare,95001,San José del Guaviare,63493.0,2013_2014
Guaviare,95015,Calamar,9304.0,2013_2014
Guaviare,95025,El Retorno,22582.0,2013_2014
Guaviare,95200,Miraflores,14111.0,2013_2014
Vaupés,97000,Vaupés,10208848.0,2013_2014
Vaupés,97001,Mitú,31265.0,2013_2014
Vaupés,97161,Caruru,3322.0,2013_2014
Vaupés,97511,Pacoa,5576.0,2013_2014
Vaupés,97666,Taraira,984.0,2013_2014
Vaupés,97777,Papunaua,849.0,2013_2014
Vaupés,97889,Yavaraté,1244.0,2013_2014
Vichada,99000,Vichada,10208848.0,2013_2014
Vichada,99001,Puerto Carreño,15505.0,2013_2014
Vichada,99524,La Primavera,14810.0,2013_2014
Vichada,99624,Santa Rosalía,3946.0,2013_2014
Vichada,99773,Cumaribo,35999.0,2013_2014
Otros,BO000,Otros,,2013_2014
Otros,BO002,Municipios Rio Magdalena y Canal del Dique,,2013_2014
Corporaciones Autónomas,C0000,Corporaciones Autónomas,,2013_2014
Corporaciones Autónomas,C0001,Corporación CVS,,2013_2014
Corporaciones Autónomas,C0002,Corponariño,,2013_2014
Corporaciones Autónomas,C0003,Corponor,,2013_2014
Corporaciones Autónomas,C0004,Corpoamazonía,,2013_2014
Corporaciones Autónomas,C0005,Corpoboyacá,,2013_2014
Corporaciones Autónomas,C0006,Corpocesar,,2013_2014
Corporaciones Autónomas,C0007,Corpoguajira,,2013_2014
Corporaciones Autónomas,C0008,Corporacion Autonoma Santander,,2013_2014
Corporaciones Autónomas,C0009,Corporación Autónoma Regional del Valle del Cauca,,2013_2014
Conservación de las Áreas Ambientales Estratégicas y la Lucha Nacional contra la Deforestación,CA999,Conservación de las Áreas Ambientales Estratégicas y la Lucha Nacional contra la Deforestación,,2013_2014
Comunidades Étnicas,CI001,Comunidades Indígenas,,2013_2014
Comunidades Étnicas,CI002,Comunidades NARP,,2013_2014
Comunidades Étnicas,CI003,Comunidades Rrom,,2013_2014
Otros por Distribuir,F0000,Otros por Distribuir,,2013_2014
Otros por Distribuir,F0001,Otros por Distribuir,,2013_2014
Otros por Distribuir,F0002,Otros No distribuidos entre ET,,2013_2014
Otros por Distribuir,F0003,Otros por Distribuir - Asig. Para la PAZ,,2013_2014
Otros por Distribuir,F0004,Otros por Distribuir - Rendimientos Financieros 30% IP,,2013_2014
Otros por Distribuir,F0005,Otros por Distribuir - Rendimientos Financieros 70% A.Paz,,2013_2014
Otros por Distribuir,F0006,Otros por Distribuir - Rendimientos Financieros antes del 04-2017,,2013_2014
Otros por Distribuir,F0007,Otros por Distribuir - Oro Chatarra,,2013_2014
Otros por Distribuir,F0008,Otros por Distribuir - Adelanto Paz,,2013_2014
Otros por Distribuir,F0009,"Otros por Distribuir - Incentivo a la Producción, Exploración y Formalización",,2013_2014
Otros por Distribuir,F0010,Otros por Distribuir - ANH recaudo marzo 2021 ADIR,,2013_2014
Otros por Distribuir,F0011,Otros por Distribuir - ANH recaudo marzo 2021 ADAN 5,,2013_2014
"Fiscalizacion, Yacimientos y Cartografía",FI000,"Fiscalizacion, Yacimientos y Cartografía",,2013_2014
"Fiscalizacion, Yacimientos y Cartografía",FI001,Fiscalizacion por Distribuir,,2013_2014
"Fiscalizacion, Yacimientos y Cartografía",FI002,Fiscalización - Servicio Geológico Colombiano,,2013_2014
"Fiscalizacion, Yacimientos y Cartografía",FI003,Fiscalización - Agencia Nacional de Minería,,2013_2014
"Fiscalizacion, Yacimientos y Cartografía",FI004,Fiscalización - Agencia Nacional de Hidrocarburos,,2013_2014
"Fiscalizacion, Yacimientos y Cartografía",FI005,Fiscalización - Ministerio de Minas y Energía,,2013_2014
"Fiscalizacion, Yacimientos y Cartografía",FI006,Fiscalización - Departamento de Antioquia,,2013_2014
Funcionamiento SGR,FU000,Funcionamiento SGR,,2013_2014
Funcionamiento SGR,FU001,Funcionamiento SGR   - Por Distribuir,,2013_2014
Funcionamiento SGR,FU002,Funcionamiento - DNP (Sistemas de Información y Estrategias de capacitación),,2013_2014
Funcionamiento SGR,FU003,Funcionamiento - DNP (Órgano SGR),,2013_2014
Funcionamiento SGR,FU004,Funcionamiento - DNP (Programa de Estructuradores),,2013_2014
Funcionamiento SGR,FU005,Funcionamiento - DNP (Comisión Rectora),,2013_2014
Funcionamiento SGR,FU006,Funcionamiento - DNP (Fortalecimiento ST de planeación Municipales),,2013_2014
Funcionamiento SGR,FU007,Funcionamiento - DNP (Fortalecimiento ST OCAD FC&T)   - Colciencias,,2013_2014
Funcionamiento SGR,FU008,Funcionamiento - DNP (Fortalecimiento ST OCAD Regional),,2013_2014
Funcionamiento SGR,FU009,Funcionamiento - DNP (Fortalecimiento ST OCAD Departamentales),,2013_2014
Funcionamiento SGR,FU010,Funcionamiento - DNP (Fortalecimiento ST OCAD  CAR),,2013_2014
Funcionamiento SGR,FU011,Funcionamiento - MHCP (Órgano SGR),,2013_2014
Funcionamiento SGR,FU012,Funcionamiento - MinMinas (Órgano SGR),,2013_2014
Funcionamiento SGR,FU013,Funcionamiento - Min. Agricultura,,2013_2014
Funcionamiento SGR,FU014,Funcionamiento - Min. Salud,,2013_2014
Funcionamiento SGR,FU015,Funcionamiento - Min. Educación,,2013_2014
Funcionamiento SGR,FU016,Funcionamiento - Min. Transporte,,2013_2014
Funcionamiento SGR,FU017,Funcionamiento - Min. Vivienda,,2013_2014
Funcionamiento SGR,FU018,Funcionamiento - Min. Cultura,,2013_2014
Funcionamiento SGR,FU019,Funcionamiento - Ministerio del Deporte,,2013_2014
Funcionamiento SGR,FU020,Funcionamiento - Min. Ambiente,,2013_2014
Funcionamiento SGR,FU021,Funcionamiento - Min. Industria y Comercio,,2013_2014
Funcionamiento SGR,FU022,Funcionamiento - Colciencias (Organo SGR),,2013_2014
Funcionamiento SGR,FU023,Funcionamiento - Otros por distribuir,,2013_2014
Funcionamiento SGR,FU024,Funcionamiento - DNP (Fortalecimiento ST de Planeación Municipales) - Por Distribuir,,2013_2014
Funcionamiento SGR,FU025,Funcionamiento - DNP (Fortalecimiento ST-OCAD Departamentales) Otros por Distribuir,,2013_2014
Funcionamiento SGR,FU026,Funcionamiento - DNP (Fortalecimiento ST-OCAD CAR) Otros por Distribuir,,2013_2014
Funcionamiento SGR,FU027,Funcionamiento - DNP (Fortalecimiento ST-OCAD PAZ),,2013_2014
Funcionamiento SGR,FU028,Funcionamiento - Procuraduría General de La Nación (PGN),,2013_2014
Funcionamiento SGR,FU029,Funcionamiento - Autoridad Nacional de Licencias Ambientales (ANLA),,2013_2014
Funcionamiento SGR,FU030,Funcionamiento - Empresa Nacional Promotora del Desarrollo Territorial (ENTerritorio),,2013_2014
Funcionamiento SGR,FU031,Funcionamiento - Unidad Nacional para la Gestión del Riesgo de Desastres (UNGRD),,2013_2014
Funcionamiento SGR,FU033,Funcionamiento - Min. Ambiente (Licenciamiento Ambiental),,2013_2014
Funcionamiento SGR,FU034,Funcionamiento - Otros por distribuir IP 2019-2020,,2013_2014
Funcionamiento SGR,FU041,Funcionamiento - Min. Interior,,2013_2014
Funcionamiento SGR,FU043,Funcionamiento del SGR,,2013_2014
Funcionamiento SGR,FU044,Fiscalización,,2013_2014
Funcionamiento SGR,FU045,Funcionamiento - Contraloría General de la Republica (CGR),,2013_2014
Funcionamiento SGR,FU046,Funcionamiento - DNP Regional (ST OCAD Regional),,2013_2014
Funcionamiento SGR,FU047,Funcionamiento - DNP (Estructuración de Proyectos),,2013_2014
Funcionamiento SGR,FU048,Reintegros (Fortalecimiento ST OCAD Departamentales),,2013_2014
Funcionamiento SGR,FU049,Reintegros (Saldos en cuentas maestras - fortalecimiento),,2013_2014
Funcionamiento SGR,FU050,"Reintegros (Fun, operatividad y administración - DNP órgano)",,2013_2014
Funcionamiento SGR,FU051,"Reintegros (Fun, operatividad y administración - Ministerio de Hacienda y Crédito Publico)",,2013_2014
Funcionamiento SGR,FU053,Reintegros (Saldos en cuentas maestras - Sistema de Monitoreo),,2013_2014
Funcionamiento SGR,FU054,Funcionamiento - Min. Interior - Comunidades ROM,,2013_2014
Funcionamiento SGR,FU055,Funcionamiento - Confederación Indígena Tayrona - Comunidades Indígenas,,2013_2014
Funcionamiento SGR,FU056,Funcionamiento - Min. Ambiente    (Órgano SGR),,2013_2014
Funcionamiento SGR,FU057,Funcionamiento - Min. Justicia y del Derecho,,2013_2014
Funcionamiento SGR,FU058,Funcionamiento - Min. Interior,,2013_2014
Funcionamiento SGR,FU059,Funcionamiento - Min. Tecnologías de la información y las comunicaciones,,2013_2014
Otros por Distribuir,M9999,Recaudo no aforado otras asignaciones,,2013_2014
"Sistema de Seguimiento, Evaluación y Control (SSEC)",MO000,"Sistema de Seguimiento, Evaluación y Control (SSEC)",,2013_2014
"Sistema de Seguimiento, Evaluación y Control (SSEC)",MO001,"Sistema de Seguimiento, Evaluación y Control (SSEC)",,2013_2014
"Sistema de Seguimiento, Evaluación y Control (SSEC)",MO002,"Sistema de Seguimiento, Evaluación y Control (SSEC)  - Contraloría",,2013_2014
"Sistema de Seguimiento, Evaluación y Control (SSEC)",MO003,"Sistema de Seguimiento, Evaluación y Control (SSEC) - Procuraduría General de la Nación",,2013_2014
Regiones,RE001,Región Caribe,,2013_2014
Regiones,RE002,Región Centro - Oriente,,2013_2014
Regiones,RE003,Región Eje - Cafetero,,2013_2014
Regiones,RE004,Región Pacífico,,2013_2014
Regiones,RE005,Región Centro - Sur - Amazonía,,2013_2014
Regiones,RE006,Región del Llano,,2013_2014
Asignaciones,SE001,Asignación Ambiental,,2013_2014
Asignaciones,SE002,"Asignación para Ciencia, Tecnología e Innovación",,2013_2014
Asignaciones,SE003,"Asignación para Ciencia, Tecnología e Innovación - Convocatorias",,2013_2014
Asignaciones,SE004,"Asignación para Ciencia, Tecnología e Innovación - Ambiente y Desarrollo Disponible",,2013_2014
Asignaciones,SE005,"Asignación para Ciencia, Tecnología e Innovación - Ambiente y Desarrollo Disponible - Convocatorias",,2013_2014
Asignaciones Directas por Distribuir Ajustes Agencias,00002,Asignaciones Directas por Distribuir Ajustes Agencias,,2015_2016
Por Distribuir Ajustes No Aforados Decreto 549 de 2024 - AD,00004,Por Distribuir Ajustes No Aforados Decreto 549 de 2024 - AD,,2015_2016
Asignaciones para la PAZ 7% -  Bolsa Concursable,01000,Asignaciones para la PAZ 7% -  Bolsa Concursable,,2015_2016
Antioquia,05000,Antioquia,6534857.0,2015_2016
Antioquia,05001,Medellín,2486723.0,2015_2016
Antioquia,05002,Abejorral,19195.0,2015_2016
Antioquia,05004,Abriaquí,2075.0,2015_2016
Antioquia,05021,Alejandría,3435.0,2015_2016
Antioquia,05030,Amagá,29770.0,2015_2016
Antioquia,05031,Amalfi,22253.0,2015_2016
Antioquia,05034,Andes,46221.0,2015_2016
Antioquia,05036,Angelópolis,9082.0,2015_2016
Antioquia,05038,Angostura,11240.0,2015_2016
Antioquia,05040,Anorí,17304.0,2015_2016
Antioquia,05042,Santafé de Antioquia,24724.0,2015_2016
Antioquia,05044,Anza,7580.0,2015_2016
Antioquia,05045,Apartadó,183716.0,2015_2016
Antioquia,05051,Arboletes,41209.0,2015_2016
Antioquia,05055,Argelia,8578.0,2015_2016
Antioquia,05059,Armenia,4110.0,2015_2016
Antioquia,05079,Barbosa,50836.0,2015_2016
Antioquia,05086,Belmira,6823.0,2015_2016
Antioquia,05088,Bello,464614.0,2015_2016
Antioquia,05091,Betania,9188.0,2015_2016
Antioquia,05093,Betulia,17606.0,2015_2016
Antioquia,05101,Ciudad Bolívar,26957.0,2015_2016
Antioquia,05107,Briceño,8692.0,2015_2016
Antioquia,05113,Buriticá,6566.0,2015_2016
Antioquia,05120,Cáceres,38850.0,2015_2016
Antioquia,05125,Caicedo,8275.0,2015_2016
Antioquia,05129,Caldas,78756.0,2015_2016
Antioquia,05134,Campamento,9035.0,2015_2016
Antioquia,05138,Cañasgordas,16751.0,2015_2016
Antioquia,05142,Caracolí,4569.0,2015_2016
Antioquia,05145,Caramanta,5340.0,2015_2016
Antioquia,05147,Carepa,57220.0,2015_2016
Antioquia,05148,El Carmen de Viboral,47340.0,2015_2016
Antioquia,05150,Carolina,3583.0,2015_2016
Antioquia,05154,Caucasia,114902.0,2015_2016
Antioquia,05172,Chigorodó,78148.0,2015_2016
Antioquia,05190,Cisneros,8998.0,2015_2016
Antioquia,05197,Cocorná,14964.0,2015_2016
Antioquia,05206,Concepción,3375.0,2015_2016
Antioquia,05209,Concordia,20565.0,2015_2016
Antioquia,05212,Copacabana,71035.0,2015_2016
Antioquia,05234,Dabeiba,23280.0,2015_2016
Antioquia,05237,Don Matías,22726.0,2015_2016
Antioquia,05240,Ebéjico,12510.0,2015_2016
Antioquia,05250,El Bagre,49913.0,2015_2016
Antioquia,05264,Entrerrios,10102.0,2015_2016
Antioquia,05266,Envigado,227644.0,2015_2016
Antioquia,05282,Fredonia,21426.0,2015_2016
Antioquia,05284,Frontino,16311.0,2015_2016
Antioquia,05306,Giraldo,4009.0,2015_2016
Antioquia,05308,Girardota,55490.0,2015_2016
Antioquia,05310,Gómez Plata,12964.0,2015_2016
Antioquia,05313,Granada,9866.0,2015_2016
Antioquia,05315,Guadalupe,6306.0,2015_2016
Antioquia,05318,Guarne,48659.0,2015_2016
Antioquia,05321,Guatapé,5231.0,2015_2016
Antioquia,05347,Heliconia,5837.0,2015_2016
Antioquia,05353,Hispania,4874.0,2015_2016
Antioquia,05360,Itagui,270903.0,2015_2016
Antioquia,05361,Ituango,20628.0,2015_2016
Antioquia,05364,Jardín,13673.0,2015_2016
Antioquia,05368,Jericó,12016.0,2015_2016
Antioquia,05376,La Ceja,53361.0,2015_2016
Antioquia,05380,La Estrella,63335.0,2015_2016
Antioquia,05390,La Pintada,6507.0,2015_2016
Antioquia,05400,La Unión,19229.0,2015_2016
Antioquia,05411,Liborina,9546.0,2015_2016
Antioquia,05425,Maceo,6775.0,2015_2016
Antioquia,05440,Marinilla,54186.0,2015_2016
Antioquia,05467,Montebello,6077.0,2015_2016
Antioquia,05475,Murindó,4692.0,2015_2016
Antioquia,05480,Mutatá,21077.0,2015_2016
Antioquia,05483,Nariño,17486.0,2015_2016
Antioquia,05490,Necoclí,63991.0,2015_2016
Antioquia,05495,Nechí,27238.0,2015_2016
Antioquia,05501,Olaya,3278.0,2015_2016
Antioquia,05541,Peñol,15848.0,2015_2016
Antioquia,05543,Peque,11064.0,2015_2016
Antioquia,05576,Pueblorrico,6913.0,2015_2016
Antioquia,05579,Puerto Berrío,47717.0,2015_2016
Antioquia,05585,Puerto Nare,18846.0,2015_2016
Antioquia,05591,Puerto Triunfo,20483.0,2015_2016
Antioquia,05604,Remedios,29898.0,2015_2016
Antioquia,05607,Retiro,19310.0,2015_2016
Antioquia,05615,Rionegro,122231.0,2015_2016
Antioquia,05628,Sabanalarga,8191.0,2015_2016
Antioquia,05631,Sabaneta,52554.0,2015_2016
Antioquia,05642,Salgar,17539.0,2015_2016
Antioquia,05647,San Andrés de Cuerquía,6126.0,2015_2016
Antioquia,05649,San Carlos,16086.0,2015_2016
Antioquia,05652,San Francisco,5222.0,2015_2016
Antioquia,05656,San Jerónimo,12724.0,2015_2016
Antioquia,05658,San José de La Montaña,3368.0,2015_2016
Antioquia,05659,San Juan de Urabá,25652.0,2015_2016
Antioquia,05660,San Luis,10938.0,2015_2016
